schoolcampus,dbn,bldg_code
PS 89(BRONX),11X089,X089
PS 91(BRONX),85X091,X091
PS 92(BRONX),12X092,X092
PS 93(BRONX),08X093,X093
PS 94 KINGS COLLEGE SCHOOL(BRONX),10X094,X094
PS 96(BRONX),11X096,X096
PS 97(BRONX),11X097,X097
IS 98(XE),12X098,X098
PS 100(XE),08X100,X100
PS 105(XE),11X105,X105
PS 106(XE),11X106,X106
PS 107(XE),08X107,X107
PS 108(XE),11X108,X108
PS 109(XW),09X109,X109
PS 110 THEODORE SCHOENFELD(XE),09X110,X110
PS 111(XE),11X111,X111
PS 112(XE),11X112,X112
PS 114(XW),85X114,X114
IS 117 JOSEPH H. WADE(XW),09X117,X117
PS 119(XE),08X119,X119
PS 121(XE),11X121,X121
IS 123(XE),08X123,X123
THE SCHOOL FOR INQUIRY AND SOCIAL JUSTICE(BRONX),08X337,X123
IS 125(XE),08X125,X125
PS 126(XW),09X126,X126
MS 127(XE),11X127,X127
MOTT HALL III(XE),09X128,X110
PS 129(XW),12X129,X129
PS 130(XE),08X130,X130
MS 131(XE),08X131,X131
PS 132(XE),09X132,X132
PS 134(XE),12X134,X134
PS 138(XE),08X138,X138
PS 140(XE),08X140,X140
IS/JHS 141(XW),10X141,X141
MS 144(XE),11X144,X144
PS 146(XE),08X146,X146
PS 150(BRONX),12X150,X150
IS 151(XW),07X151,X151
PS 152(BRONX),08X152,X152
PS 153(BRONX),11X153,X153
PS 154(BRONX),07X154,X154
PS 157(BRONX),85X157,X157
PS 159(BRONX),10X159,X159
PS 160(BRONX),11X160,X160
PS 163(BRONX),09X163,X163
P168(XW),75X168,X020
PS 168 @ MS 203(BRONX),75X168,X183
BAYCHESTER ACADEMY(XE),11X169,X169
PS 170(BRONX),09X170,X170
PS 175(BRONX),11X175,X175
PS 178(BRONX),11X178,X178
PS 179(XW),07X179,X040
IS/JHS 180(XE),11X180,X180
MS 181(XE),11X181,X181
PS 182(XE),08X182,X182
PS 186(BRONX),12X186,X136
IS 190(XE),12X190,X061
PS/MS  194(BRONX),11X194,X194
PS 195(BRONX),85X195,X077
PS 196(BRONX),85X196,X077
PS 199(BRONX),09X199,X104
PS 204 MORRIS HEIGHTS(XW),09X204,X338
PS 205(BRONX),10X205,X205
IS/JHS 206(XW),10X206,X206
PS 207(BRONX),10X207,X819
NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES II,84X208,X655
PS 209(BRONX),10X209,X209
PS 211(BRONX),12X211,X193
PS 212(XE),12X212,X198
BRONX ENGINEERING & TECHNOLOGY ACADEMY(XW),10X213,X475
PS 214(BRONX),12X214,X167
KAPPA I(XE),09X215,X148
IS 216 BUSINESS SCHOOL FOR ENTREPREN. STUDIES(XE),12X216,X116
IS 217 SCHOOL OF PERFORMING ARTS(BRONX),12X217,X116
PS 218(BRONX),09X218,X235
IS 219 NEW VENTURE SCHOOL(XE),09X219,X148
SOUTH BRONX PREPARATORY:A COLLEGE BOARD SCHOOL(BRONX),07X221,X149
PS/IS 224 (BRONX),07X224,X139
THEATRE ARTS PRODUCTION COMPANY SCHOOL(BRONX),10X225,X137
PS 226(BRONX),10X226,X826
BRONX COLLEGIATE ACADEMY(XW)OLD BRONX EXPEDITIONARY LEARNING HS,09X227,X410
JONAS BRONCK ACADEMY(XW),10X228,X283
EAGLE ACADEMY FOR YOUNG MEN(XW),09X231,X465
IS 232(XW),09X232,X082
PS 236(BRONX),09X236,X173
"THE MARIE CURIE HS FOR NURSING,MEDICINE & ALLIED HEALTH PROFESSIONS(BRONX)",10X237,X143
THE URBAN ASSEMBLY SCHOOL FOR APPLIED MATH & SCIENCE(BRONX),09X241,X970
MOTT HALL V(XE),12X242,X423
WEST BRONX ACADEMY FOR THE FUTURE(BRONX),10X243,X435
THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM(BRONX),10X244,X143
THE METROPOLITAN HS(BRONX),12X248,X099
BRONX HEALTH SCIENCES HS(XE),11X249,X455
EXIMIUS COLLEGE PREPARATORY ACADEMY(XE),09X250,X002
EXPLORATIONS ACADEMY(XE),12X251,X098
MOTT HALL BRONX HS(XE),09X252,X970
BRONX HS FOR WRITING & COMMUNICATION ARTS(XE),11X253,X425
MS 254(XW),10X254,X254
BRONX CENTER FOR SCIENCE & MATHEMATICS(XE),09X260,X002
VALIDUS PREPARATORY ACADEMY:AN EXPEDITIONARY LEARNING SCHOOL(BRONX),09X263,X970
BRONX LAB SCHOOL(XE),11X265,X425
BRONX LATIN(XE),12X267,X158
IS 158(XE),12X158,X158
KINGSBRIDGE INTERNATIONAL HS(XW),10X268,X430
BRONX STUDIO SCHOOL FOR WRITERS & ARTISTS(XE),08X269,X392
ACADEMY FOR SCHOLARSHIP & ENTREPRENEURSHIP(XE),11X270,X362
EAST BRONX ACADEMY FOR THE FUTURE(XE),12X271,X973
FREDERICK DOUGLASS ACADEMY V MIDDLE SCHOOL(XW),12X273,X057
HS OF COMPUTERS & TECHNOLOGY(XE),11X275,X425
PS 277(BRONX),07X277,X027
PS 279(BRONX),10X279,X279
PS 280(BRONX),10X280,X080
WOMENS ACADEMY OF EXCELLENCE(BRONX),08X282,X174
BRONX SCHOOL OF LAW & FINANCE(XW),10X284,X475
FANNIE LOU HAMER MIDDLE SCHOOL(XE),12X286,X066
COLLEGIATE INSTITUTE FOR MATH & SCIENCE(XE),11X288,X415
BRONX ACADEMY OF HEALTH CAREERS(XE),11X290,X425
PS 291(BRONX),10X291,X015
RENAISSANCE HIGH SCHOOL OF MUSICAL THEATER AND TECHNOLOGY(BRONX),08X293,X405
SOUTH BRONX ACADEMY FOR APPLIED MEDIA(BRONX),07X296,X184
MORRIS ACADEMY FOR COLLABORATIVE STUDIES(XE),09X297,X400
ACADEMY OF PUBLIC RELATIONS(XW),07X298,X184
ASTOR COLLEGIATE ACADEMY(XE),11X299,X415
THE SCHOOL OF SCIENCE & APPLIED LEARNING(XW),12X300,X234
MS 301(XE),08X120,X120
MS 302(XE),08X052,X052
IS/JHS 303(XW),09X303,X082
PS 304 EARLY CHILDHOOD SCHOOL(BRONX),08X304,X101
PS 306(BRONX),10X306,X306
PS 307(BRONX),10X307,X886
BRONX DANCE ACADEMY SCHOOL(XW),10X308,X852
PS 310(BRONX),10X310,X122
MILLENIUM ART ACADEMY(XE),08X312,X450
IS 339 SCHOOL OF COMM TECH(XE),09X313,X147
PS 315(BRONX),10X315,X779
KAPPA III(XW),12X316,X129
MS 318(XW),12X318,X193
PULSE (PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION)(XW),10X319,X211
PELHAM LAB HIGH SCHOOL (XE),08X320,X405
CROTONA ACADEMY HS(XE),12X321,X963
BRONX WRITING ACADEMY(XW),09X323,X022
BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING(XW),09X324,X166
URBAN SCIENCE ACADEMY(XW),09X325,X145
BRONX GREEN MIDDLE SCHOOL(XE),11X326,X135
NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL(XW),09X328,X145
DREAMYARD PREPARATORY SCHOOL(XW),09X329,X410
HOLCOMBE L. RUCKER SCHOOL OF COMMUNITY RESEARCH(XE),08X332,X039
INTERNATIONAL COMMUNITY HS(XW),07X334,X139
IS/JHS 339(XE),09X339,X147
PS 340(BRONX),10X340,X340
ACCION ACADEMY(XW),12X341,X116
INTERNATIONAL SCHOOL FOR LIBERAL ARTS(XW),10X342,X430
AMPARK NEIGHBORHOOD PROGRAM(XW),10X344,X095
HYDE LEADERSHIP CHARTER SCHOOL BRONX(XE),84X345,X074
SCHUYLERVILLE PREPARATORY HIGH SCHOOL (XE),08X348,X405
BRONX RIVER HIGH SCHOOL (XE),08X349,X405
NEW DIRECTIONS SECONDARY SCHOOL,09X350,X410
IS 142(XE),11X142,X142
PS 360(BRONX),10X360,X360
THE HIGHBRIDGE GREEN SCHOOL(XW),09X361,X285
ACADEMY FOR LANGUAGE & TECHNOLOGY(XW),09X365,X082
ARCHIMEDES ACADEMY FOR MATH SCIENCE & TECHNOLOGY APPLICATIONS(XE),08X367,X174
IN-TECH ACADEMY (MS/HS 368) (XW),10X368,X368
URBAN INSTITUTE OF MATHEMATICS (BRONX),08X371,X192
URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION (BRONX),12X372,X067
KNOWLEDGE & POWER PREPARATORY ACADEMY INTERNATIONAL HS KAPPA(XW),10X374,X435
THE BRONX MATHEMATICS PREPARATORY SCHOOL,08X375,X174
ANTONIA PANTOJA PREPARATORY ACADEMY(XE),08X376,X450
JILL CHAIFETZ TRANSFER HS(XW),07X379,X184
BRONX HAVEN HS(XW),07X381,X600
EMOLIOR ACADEMY(XW),12X383,X167
ENTRADA ACADEMY(XE),12X384,X116
PAN AMERICAN INTERNATIONAL HS@MONROE(XE),12X388,X420
BRONX GLOBAL LEARNING INSTITUTE FOR GIRLS CHARTER SCHOOL(XW),84X389,X156
MS 390(XW),10X390,X026
MS 391(XW),10X391,X137
BRONX DELTA SCHOOL(XE),08X392,X192
PS 396(BRONX),10X396,X026
ENGLISH LANGUAGE LEARNERS & INTERNATIONAL SUPPORT PREPARATORY ACADEMY(XW),10X397,X475
BRONX INTERNATIONAL HS(XE),09X403,X400
SCHOOL FOR EXCELLENCE(BRONX),09X404,X400
HERBERT H LEHMAN HS(XE),08X405,X405
BRONX HS OF BUSINESS(XW),09X412,X410
BRONX HS FOR MEDICAL SCIENCE(XW),09X413,X410
CHRISTOPHER COLUMBUS HS GED(XE),72X416,X415
BRONX HS FOR THE VISUAL ARTS(XE),11X418,X839
HUNTS POINT SCHOOL(XE),08X424,X074
COMMUNITY SCHOOL FOR SOCIAL JUSTICE(XW),07X427,X884
MONROE ACADEMY FOR BUSINESS & LAW(XE),12X428,X420
BRONX BRIDGES HS(XE),08X432,X450
HS FOR TEACHING & THE PROFESSIONS(XW),10X433,X430
BELMONT PREPARATORY HS(XW),10X434,X435
FORDHAM HS FOR THE ARTS(XW),10X437,X435
FORDHAM LEADERSHIP ACADEMY FOR BUSINESS & TECHNOLOGY(XW),10X438,X435
BRONX HS FOR LAW & COMMUNITY SERVICE(XW),10X439,X435
DEWITT CLINTON HS(XW),10X440,X440
THE CELIA CRUZ BRONX HS OF MUSIC(BRONX),10X442,X430
BRONX HS OF SCIENCE(XW),10X445,X445
CRESTON ACADEMY(XW),10X447,X079
SOUNDVIEW ACADEMY FOR CULTURE & SCHOLARSHIP(XE),08X448,X131
GRANT AVENUE ELEMENTARY SCHOOL(XW),09X449,X166
GOTHAM COLLABORATIVE HIGH SCHOOL (BRONX GUILD)(XE),08X452,X450
HARRY S TRUMAN HS(XE),11X455,X455
EAST FORDHAM ACADEMY FOR THE ARTS(XW),10X459,X115
CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL CASA(XE),11X462,X189
SUCCESS ACADEMY CHARTER SCHOOL - BRONX 4 - NEW YORK 2(XE),84X464,X131
MOTT HALL COMMUNITY SCHOOL(XE),08X467,X192
PELHAM ACADEMY OF ACADEMICS & COMMUNITY ENGAGEMENT(XE),11X468,X135
PS 469(XE),09X469,X177
MOTT HAVEN VILLAGE PREPARATORY HS(XW),07X473,X470
MARBLE HILL HS FOR INTERNATIONAL STUDIES(XW),10X477,X475
THE CINEMA SCHOOL(BRONX),12X478,X423
BRONX CAREER & COLLEGE PREPARATORY HS(XE),12X479,X158
THE STEAM BRIDGE SCHOOL,11X481,X311
SUCCESS ACADEMY CHARTER SCHOOL - BRONX 1(XW),84X493,X183
UNIVERSITY HEIGHTS SECONDARY SCHOOL(BRONX),07X495,X470
VAN NEST ACADEMY(BRONX),08X498,X498
HOSTOS LINCOLN ACADEMY OF SCIENCE(XW),07X500,X162
BRONX SCHOOL FOR LAW GOVERNMENT & JUSTICE(XW),09X505,X460
BRONXDALE HS(XE),11X508,X415
BRONX ENVISION ACADEMY(XE),12X511,X098
NEW WORLD HS(XE),11X513,X362
BRONXWOOD PREPARATORY ACADEMY(XE),11X514,X362
FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL(XE),09X517,X148
FELISA RINCON DE GAUTIER INSTITUTE FOR LAW & PUBLIC POLICY(XE),08X519,X972
THE METROPOLITAN SOUNDVIEW HS(XE),12X521,X420
BRONX DESIGN & CONSTRUCTION ACADEMY(XW),07X522,X600
CROTONA INTERNATIONAL HS(XW),10X524,X660
BRONX LEADERSHIP ACADEMY HS(XE),09X525,X876
BRONX LEADERSHIP ACADEMY II HS(XW),07X527,X790
BANANA KELLY HS(XE),08X530,X039
PS 102(XE),12X102,X102
BAYCHESTER MIDDLE SCHOOL(XE),11X532,X142
BRONX ARENA HS(XE),08X537,X972
THE NEW VISIONS CHARTER HS FOR ADVANCED MATH AND SCIENCE(XW),84X539,X475
PELHAM PREPARATORY ACADEMY(XE),11X542,X415
HS FOR VIOLIN & DANCE(XE),09X543,X400
HS FOR CONTEMPORARY ARTS(XE),11X544,X425
BRONX AEROSPACE HS(XE),11X545,X425
BRONX THEATRE HS(XW),10X546,X475
NEW EXPLORERS HS(XW),07X547,X790
URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS(BRONX),07X548,X790
DISCOVERY HS(XW),10X549,X430
HS OF WORLD CULTURES(XE),12X550,X420
THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS(XW),07X551,X183
THE NEW VISIONS CHARTER HS FOR THE HUMANITIES(XW),84X553,X475
MOTT HAVEN COMMUNITY HS(XW),07X557,X655
WESTCHESTER SQUARE ACADEMY (XE),08X558,X405
SCHOOL FOR TOURISM AND HOSPITALITY(XE),08X559,X650
THE BRONX COMPASS HIGH SCHOOL (XE),08X561,X450
HS FOR ENERGY & TECHNOLOGY(XW),10X565,X660
YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX(XW),09X568,X117
ALFRED SMITH CAREER & TECHNICAL EDUCATION HS(XW),07X600,X600
WILDCAT HS(BRONX),12M455,XAJF
HEALTH OPPORTUNITIES HS(XW),07X670,X884
FANNIE LOU HAMMER FREEDOM HS(XE),12X682,X878
WINGS ACADEMY(BRONX),12X684,X879
BRONX LITTLE(XE),12X691,X102
P721 OTC(XE),75X721,X722
P723(XE),11X723,X701
JM RAPPORT SCHOOL FOR CAREER DEVELOPMENT(XW),75X754,X155
P811 BRONX CMHC(XE),75X811,X084
P168 ANNEX(XW),10X842,X095
EVANDER CHILDS EVENING HS(XE),79X901,X425
ACADEMY FOR CAREERS IN TELEVISION AND FILM(QN),30Q301,
ACADEMY FOR PERSONAL LEADERSHIP & EXCELLENCE(XW),10X363,
ACADEMY FOR YOUNG WRITERS(BN),19K404,
ACADEMY OF INNOVATIVE TECHNOLOGY(BN),19K618,
BEACON HS(MN),03M479,
BRIGHTER CHOICE COMMUNITY SCHOOL(BN),16K627,
BRONX COMMUNITY HS(XE),08X377,
BRONX PREPARATORY CHARTER SCHOOL(XE),84X703,
BRONX REGIONAL HS(XE),12X480,
BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL(BN),17K705,
BROOKLYN COLLEGE ACADEMY(BS),22K555,
BROOKLYN DEMOCRACY ACADEMY(BN),23K643,
BROOKLYN HS OF THE ARTS(BN),15K656,
BROOKLYN LAB SCHOOL(BN),19K639,
BROOKLYN SCHOOL OF INQUIRY(BS),20K686,
BROOKLYN SCIENCE AND ENGINEERING ACADEMY(BS),18K763,
BUSHWICK COMMUNITY HS(BN),32K564,
CAREERS IN SPORTS HS(BRONX),07X548,
CENTRAL PARK EAST HS(MN),04M555,
CENTRAL PARK EAST I(MN),04M497,
CHRISTOPHER AVENUE COMMUNITY SCHOOL(BN),23K401,
CSI HS FOR INTERNATIONAL STUDIES(SI),31R047,
CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL(BN),19K659,
EAGLE ACADEMY FOR YOUNG MEN II(BN),23K644,
EAST ELMHURST COMMUNITY SCHOOL(QN),30Q329,
EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL(MN),84M518,
ELIJAH STROUD MIDDLE SCHOOL(BN),17K353,
ELM TREE ELEMENTARY SCHOOL(QN),24Q211,
FOREST HILLS HS(QN),28Q440,
FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL(BN),23K514,
FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL(BN),19K452,
GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL(SI),31R064,
GRAMERCY ARTS HS(MS),02M374,
HARLEM LINK CHARTER SCHOOL(MN),84M329,
HAWTREE CREEK MIDDLE SCHOOL(QS),27Q297,
HS OF SPORTS MANAGEMENT(BS),21K348,
ICAHN CHARTER SCHOOL 3(XW),84X422,
INTERNATIONAL HS AT LAFAYETTE(BS),21K337,
INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL(MN),84M478,
JOHN W. LAVELLE PREPARATORY CHARTER SCHOOL(SI),84R067,
KHALIL GIBRAN INTERNATIONAL ACADEMY(BN),15K592,
KINGSBOROUGH EARLY COLLEGE SCHOOL(BS),21K468,
LIFE ACADEMY HS FOR FILM & MUSIC(BS),21K559,
LOWER EAST SIDE PREPARATORY HS(MS),01M515,
MANHATTAN INTERNATIONAL HS(MN),02M459,
METROPOLITAN DIPLOMA PLUS HS(BN),23K647,
MIDDLE SCHOOL FOR ART & PHILOSOPHY(BS),18K588,
MOTT HALL IV(BN),23K522,
MULTICULTURAL HS(BN),19K583,
NEW HEIGHTS ACADEMY CHARTER SCHOOL(MN),84M353,
PASSAGES ACADEMY(XW),79X695,
PS 109(BROOKLYN),22K109,
PS 110(QN),24Q110,
PS 134 HOLLIS(QS),29Q134,
PS 138(MN),75M138,
PS 155(QUEENS),27Q155,
PS 161 THE CROWN(BS),17K161,
PS 295(BROOKLYN),15K295,
PS 36(BROOKLYN),75K036,
PS 398 WALTER WEAVER(BROOKLYN),17K398,
PS 452(MN),03M452,
PS 65 THE ACADEMY OF INNOVATIVE LEARNING(SI),31R065,
PS 770 NEW AMERICAN ACADEMY(BROOKLYN),17K770,
QUEENS ACADEMY HS(JAMAICA CAMPUS),25Q540,
RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES(BROOKLYN),21K344,
RENAISSANCE SCHOOL OF THE ARTS(MN),04M377,
RICHARD R. GREEN HIGH SCHOOL OF TEACHING(MS),02M580,
RIVERTON STREET CHARTER SCHOOL(QS),84Q341,
SCHOOL FOR GLOBAL LEADERS(MANHATTAN),01M378,
SPRING CREEK COMMUNITY SCHOOL(BN),19K422,
SUCCESS ACADEMY CHARTER SCHOOL - BRONX 2(XE),84X494,
SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 1(MN),84M351,
SUNSET PARK PREP(BROOKLYN),15K821,
TEACHERS PREPARATORY HS(BROOKLYN),23K697,
THE ACADEMY OF TALENTED SCHOLARS(BROOKLYN),20K682,
THE BROOKLYN SCHOOL FOR MATH & RESEARCH(BN),32K168,
THE EMERSON SCHOOL(QS),28Q287,
THE PECK SLIP SCHOOL(MS),02M343,
THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT(MANSOUTH),02M135,
THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT(MS),02M135,
UNITY CENTER FOR URBAN TECHNOLOGIES(MS),02M500,
YORK EARLY COLLEGE ACADEMY(QUEENS),28Q284,
ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,17K646,
GARDEN OF LEARNING AND DISCOVERY PRE-K CENTER,09X582,
GOTHAM PROFESSIONAL ARTS ACADEMY,13K594,
HUNTERS POINT COMMUNITY MIDDLE SCHOOL,30Q291,
HUNTERS POINT ELEMENTARY SCHOOL,30Q384,
I.S. 206 ANN MERSEREAU,10X206,
JOSEPH F. QUINN INTERMEDIATE SCHOOL 77,24Q077,
KIPP FREEDOM CHARTER SCHOOL,84X598,
NEW VISIONS A.I.M. CHARTER HIGH SCHOOL I,84K395,
PORT RICHMOND SCHOOL FOR VISIONARY LEARNING,31R068,
SOUTH RICHMOND HIGH SCHOOL I.S./P.S. 25,75R025,
SUCCESS ACADEMY CHARTER SCHOOL - BUSHWICK,84K882,
SUCCESS ACADEMY CHARTER SCHOOL - FAR ROCKAWAY,84Q375,
THE HIGH SCHOOL FOR CLIMATE JUSTICE,02M655,
UNIVERSITY PREP CHARTER MIDDLE SCHOOL,84X615,
51ST AVE ACADEMY(QN),30Q301,
A-TECH HIGH SCHOOL-(BN),14K610,K610
ACADEMY FOR INTEGRATED LEARNING (BN),17K354,
ACADEMY OF URBAN PLANNING(BN),32K552,
ACHIEVEMENT FIRST BUSHWICK(BN),84K538,
ACHIEVEMENT FIRST LINDEN MIDDLE CHARTER SCHOOL,84K788,
ACORN HS FOR SOCIAL JUSTICE(BN),16K498,
ALC - AUGUST MARTIN HS@A. MARTIN HS (QS),27Q995,Q400
ALC-JAMAICA ACADEMY@ALC-COMPLEX (OLD PS 182Q - QNS),28Q987,Q883
ALC-ROYAL 180 ACADEMY@ALC-COMPLEX(OLD PS182Q-QNS),28Q975,Q833
ALFRED E. SMITH CAMPUS YABC(XW),07X600,
ALTERNATIVE LEARNING CENTER@STEVENSON CAMPUS,08X996,
AMPARK NEIGHBORHOOD SCHOOL(XW),10X344,
ART & DESIGN HS,02M630,M488
AUTOMOTIVE HS(BN),14K610,K610
BARD HS(MS),01M696,M097
BARUCH COLLEGE  HS(MS),02M411,M874
BEGINNING WITH CHILDREN CHARTER SCHOOL(BN),84K703,K071
BRONX ADULT LEARNING CENTER(XE),1.00E+03,X126
BRONX COLLABORATIVE HIGH SCHOOL (XW),10X351,
BRONX INTERNATIONAL ACADEMY(XE),09X403,
BROOKLYN ADULT LEARNING CENTER(BN),1.80E+09,
BROOKLYN COLLEGIATE(BN),23K493,K055
BROOKLYN INTERNATIONAL HS AT WATERS EDGE(BN),13K439,K805
BROOKLYN SCHOOL FOR GLOBAL STUDIES(BS),20K748,
BUSHWICK LEADERS HS FOR ACADEMIC EXCELLENCE,32K556,Q849
BUSHWICK SCHOOL FOR SOCIAL JUSTICE(BN),32K549,K480
CITY AS SCHOOL HS (MS),02M560,M641
CITY KNOLL SCHOOL,02M933,M111
CLAREMONT INTERNATIONAL HIGH SCHOOL,09X564,
CLINTON SCHOOL@PS 11(MS),02M260,M868
COLLEGE POINT COLLABORATIVE (MS 379Q),25Q379,Q379
COLUMBIA SECONDARY SCHOOL FOR MATH SCIENCE & ENGINEERING(MN),05M362,M125
COMPREHENSIVE MODEL SCHOOL PROJECT MS 327(XW),09X327,X240
DEMOCRACY PREPARATORY HARLEM CHARTER SCHOOL(MN),84M481,
DEWITT CLINTON HS GED(XW),10X440,
DISTRICT 2 PREK CENTER@M453,02M391,M453
DISTRICT 75 SECONDARY SITE 75R373 (R070),75R373,R070
DOCK STREET SCHOOL(BN),13K313,K611
DR SUSAN MCKINNEY SECONDARY SCHOOL OF THE ARTS(BN),13K265,
EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND(SI),31R028,
EAST NEW YORK ARTS AND CIVICS HIGH SCHOOL,19K953,K116
EDWARD R MURROW HS GED(BS),21K525,K525
EPIC HIGH SCHOOL - SOUTH (QS),27Q314,Q226
EVANDER CHILDS HS(XE),11X425,
EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS(BS),21K572,
EXPLORE EXCEED CHARTER SCHOOL@K022,84K333,K022
FLUSHING EVENING HS MON & WED(QN),25Q460,
FORT HAMILTON HS GED(BS),20K490,
FREDRICK DOUGLAS SECONDARY(MN),05M499,M010
GIRLS PREPARATORY CHARTER SCHOOL OF NY(MS),84M330,
HARVEST COLLEGIATE,02M534,M833
HIGHLAND PARK COMMUNITY SCHOOL @ IS 171(BN),19K760,K171
INTERNATIONAL HS@LAGUARDIA COMMUNITY COLLEGE(QN),24Q530,Q520
INVICTUS PREPARATORY CHARTER SCHOOL(BN),84K386,
IS 005Q-THE WALTER CROWLEY INTERMEDIATE SCHOOL (QN),24Q005,
IS 109(QS),29Q109,Q109
IS 171 ABRAHAM LINCOLN(BN),19K171,K171
IS 206 ANN MERSEREAU,10X206,X206
IS 223(MN),05M702,M223
IS 230 ANNEX(QN),30Q230,Q230
IS 30 ANNEX (BS),20K030,
IS 313 SCHOOL OF LEADERSHIP DEVELOPMENT(XE),09X313,X147
IS 347 SCHOOL OFHUMANITIES(BN),32K347,K111
"IS 349 MATH, SCIENCE & TECHNOLOGY(BN)",32K349,K111
IS 364 ANNEX(BN),19K364,K872
IS 381(BS),22K381,K240
IS 392(BN),23K392,K356
IS/JHS 250(MN),03M250,M075
IS/PS 298Q,24Q211,Q298
JAMES MADISON GED(BS),22K425,K425
JHS 185(QN),25Q185,Q185
JOHN ADAMS EVENING M/W(QS),27Q480,
JOHN ADAMS EVENING T/R(QS),27Q480,
JOHN DEWEY GED(BS),21K540,
JOHN F KENNEDY JR. SCHOOL (OLD P721 OTC)(QN),75Q721,Q722
KAPPA V(BN),23K518,
KHALIL GIBRAN INTERNATIONAL ACADEMY@K806 (BN),15K592,K806
KIPP FREEDOM CHARTER SCHOOL (BRONX),84X598,
KIPP STAR COLLEGE PREPARATORY CHARTER SCHOOL(MN),84M726,
LAFAYETTE HS(BS),21K400,
LEADERSHIP PREP BROWNSVILLE CHARTER SCHOOL @ PS 284(BN),84K711,
M751-MANHATTAN SCHOOL FOR CAREER DEV.@PS/IS 323M,75M751,
MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING (OLD IS 43) (SI),31R063,
MCCOWN EXPEDITIONARY LEARNING SCHOOL(SI),31R064,R043
METROPOLITAN CORPORATE ACADEMY HS(BN),15K592,K806
MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE(QUEENS),24Q520,Q520
MIDWOOD ANNEX(BS),22K405,
MOSAIC PREK CNTR@68-20 MYRTLE AVE(Q392),24Q331,Q392
MS 246 WALT WHITMAN(BS),17K246,K246
MS 260 CLINTON SCHOOL WRITERS & ARTISTS(MS),02M260,M868
MS 260M - CLINTON SCHOOL FOR WRITERS & ARTIST,02M260,M868
MS 266 PARK PLACE COMMUNITY MIDDLE SCHOOL(BS),13K266,K902
MS 311Q-CORONA ARTS & SCIENCE ACADEMY,24Q311,Q311
MS 390(BN),17K390,X206
MS 890K,15K890,K338
MS 936K,20K936,K746
MS/HS 368(XW),10X368,X368
MS839 (BS),15K839,K437
MULTICULTURAL HS (BKLYN),19K583,K420
NEST+M NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY & MATH HS(MS),01M539,M022
NEW DORP EVENING M/W(SI),31R440,R435
NEW DORP EVENING T/R(SI),31R440,R435
NEW HEIGHTS MIDDLE SCHOOL (BS-K722),17K722,K391
NEW UTRECHT EVENING HS M/W(BS),20K445,
NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCE MATH & SCIENCE III,84K738,
NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES III,84K739,
NEW VOICES SCHOOL OF ACADEMICS & CREATIVE ARTS(BS),15K443,
NORTHSIDE CHARTER SCHOOL(BROOKLYN),84K693,
NYC LAB MS FOR COLL. STUDIES(MS),02M312,
NYC LAB SCHOOL FOR COLLABORATIVE STUDIES(MS),02M412,
P 226@380 (MN),75M226,
P.S. 375-JACKIE ROBINSON SCHOOL (BROOKLYN),17K375,
P009Q@Q268,75Q009,
P009Q@Q882(OLD PS 182Q),75Q009,
P094(MS),75M094,
P141@PS35(BN),75K141,
P17@IS184(XW),75X017,
P17@PS161(XW),75X017,
P186(XE),75X186,
P188@JHS120(XE),75X188,
P25 ANNEX(SI),75R025,R025
P256(QS),75Q256,
P256@BEACH CHANNEL HS(QS),75Q256,
P36(BS),75K036,
P371ANNEX(BS),75K371,
P77(BN),75K077,
P771(BS),75K771,
